IO_RST_IBUF_inst	IOB_X0Y124	IOB18.INBUF_DCIEN	IBUF
eth/RAMB16_inst_rx/rdata_q[9]_i_11	SLICE_X204Y15	SLICEM.D6LUT	LUT6
eth/RAMB16_inst_rx/rdata_q[9]_i_12	SLICE_X204Y15	SLICEM.C6LUT	LUT6
eth/RAMB16_inst_rx/rdata_q[9]_i_14	SLICE_X170Y9	SLICEM.A6LUT	LUT6
eth/RAMB16_inst_rx/rdata_q[9]_i_15	SLICE_X166Y14	SLICEM.D6LUT	LUT6
eth/RAMB16_inst_rx/rdata_q[9]_i_16	SLICE_X166Y25	SLICEM.D6LUT	LUT6
eth/RAMB16_inst_rx/rdata_q[9]_i_17	SLICE_X166Y25	SLICEM.C6LUT	LUT6
eth/RAMB16_inst_rx/rdata_q[9]_i_2	SLICE_X191Y17	SLICEL.C6LUT	LUT6
eth/RAMB16_inst_rx/rdata_q[9]_i_3	SLICE_X186Y14	SLICEM.C6LUT	LUT6
eth/RAMB16_inst_rx/rdata_q[9]_i_7	SLICE_X170Y14	SLICEM.A6LUT	LUT6
eth/RAMB16_inst_rx/rdata_q[9]_i_9	SLICE_X186Y30	SLICEM.D6LUT	LUT6
eth/RAMB16_inst_rx/rdata_q_reg[0]_i_14	SLICE_X166Y15	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[0]_i_15	SLICE_X166Y15	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[0]_i_4	SLICE_X186Y24	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[0]_i_5	SLICE_X204Y9	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[0]_i_9	SLICE_X166Y15	SLICEM.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[10]_i_14	SLICE_X167Y21	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[10]_i_5	SLICE_X187Y26	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[10]_i_6	SLICE_X207Y11	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[11]_i_4	SLICE_X187Y29	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[11]_i_5	SLICE_X204Y14	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[11]_i_8	SLICE_X167Y14	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[11]_i_9	SLICE_X166Y24	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[12]_i_4	SLICE_X187Y26	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[12]_i_5	SLICE_X204Y11	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[12]_i_8	SLICE_X166Y11	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[12]_i_9	SLICE_X166Y21	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[13]_i_4	SLICE_X186Y30	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[13]_i_5	SLICE_X208Y14	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[13]_i_8	SLICE_X168Y14	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[13]_i_9	SLICE_X166Y26	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[14]_i_10	SLICE_X204Y12	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[14]_i_6	SLICE_X166Y22	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[14]_i_9	SLICE_X186Y27	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[15]_i_10	SLICE_X205Y15	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[15]_i_6	SLICE_X166Y24	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[15]_i_9	SLICE_X186Y29	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[16]_i_10	SLICE_X205Y10	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[16]_i_7	SLICE_X166Y10	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[16]_i_8	SLICE_X166Y21	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[16]_i_9	SLICE_X188Y25	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[17]_i_10	SLICE_X204Y12	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[17]_i_6	SLICE_X166Y22	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[17]_i_9	SLICE_X187Y28	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[18]_i_10	SLICE_X205Y11	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[18]_i_6	SLICE_X166Y20	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[18]_i_9	SLICE_X186Y25	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[19]_i_10	SLICE_X205Y13	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[19]_i_6	SLICE_X167Y23	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[19]_i_9	SLICE_X189Y28	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[1]_i_14	SLICE_X166Y17	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[1]_i_15	SLICE_X166Y17	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[1]_i_4	SLICE_X187Y27	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[1]_i_5	SLICE_X207Y12	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[1]_i_9	SLICE_X166Y17	SLICEM.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[20]_i_10	SLICE_X204Y10	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[20]_i_6	SLICE_X168Y20	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[20]_i_9	SLICE_X188Y25	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[21]_i_10	SLICE_X205Y13	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[21]_i_6	SLICE_X166Y23	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[21]_i_9	SLICE_X188Y28	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[22]_i_10	SLICE_X204Y10	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[22]_i_6	SLICE_X166Y20	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[22]_i_9	SLICE_X186Y25	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[23]_i_10	SLICE_X187Y28	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[23]_i_11	SLICE_X205Y14	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[23]_i_6	SLICE_X166Y26	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[24]_i_5	SLICE_X168Y16	SLICEM.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[24]_i_6	SLICE_X186Y26	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[24]_i_7	SLICE_X206Y11	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[24]_i_8	SLICE_X168Y16	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[24]_i_9	SLICE_X168Y16	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[25]_i_5	SLICE_X166Y18	SLICEM.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[25]_i_6	SLICE_X187Y29	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[25]_i_7	SLICE_X205Y15	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[25]_i_8	SLICE_X166Y18	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[25]_i_9	SLICE_X166Y18	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[26]_i_5	SLICE_X166Y16	SLICEM.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[26]_i_6	SLICE_X186Y26	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[26]_i_7	SLICE_X204Y11	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[26]_i_8	SLICE_X166Y16	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[26]_i_9	SLICE_X166Y16	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[27]_i_10	SLICE_X166Y19	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[27]_i_5	SLICE_X166Y19	SLICEM.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[27]_i_6	SLICE_X204Y14	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[27]_i_9	SLICE_X166Y19	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[28]_i_10	SLICE_X167Y17	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[28]_i_5	SLICE_X167Y17	SLICEL.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[28]_i_6	SLICE_X205Y11	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[28]_i_9	SLICE_X167Y17	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[29]_i_10	SLICE_X167Y19	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[29]_i_5	SLICE_X167Y19	SLICEL.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[29]_i_6	SLICE_X205Y14	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[29]_i_9	SLICE_X167Y19	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[2]_i_14	SLICE_X167Y15	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[2]_i_15	SLICE_X167Y15	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[2]_i_4	SLICE_X187Y25	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[2]_i_5	SLICE_X205Y10	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[2]_i_9	SLICE_X167Y15	SLICEL.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[30]_i_11	SLICE_X167Y18	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[30]_i_12	SLICE_X167Y18	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[30]_i_6	SLICE_X167Y18	SLICEL.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[30]_i_8	SLICE_X205Y12	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[31]_i_12	SLICE_X167Y20	SLICEL.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[31]_i_14	SLICE_X188Y29	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[31]_i_15	SLICE_X204Y15	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[31]_i_20	SLICE_X167Y20	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[31]_i_21	SLICE_X167Y20	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[3]_i_10	SLICE_X166Y25	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[3]_i_5	SLICE_X186Y28	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[3]_i_6	SLICE_X207Y12	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[3]_i_9	SLICE_X167Y13	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[4]_i_13	SLICE_X167Y22	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[4]_i_5	SLICE_X187Y25	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[4]_i_6	SLICE_X204Y9	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[5]_i_13	SLICE_X166Y23	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[5]_i_5	SLICE_X189Y28	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[5]_i_6	SLICE_X204Y13	SLICEM.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[6]_i_13	SLICE_X167Y21	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[6]_i_5	SLICE_X189Y25	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[6]_i_6	SLICE_X206Y10	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[7]_i_13	SLICE_X167Y23	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[7]_i_5	SLICE_X188Y28	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[7]_i_6	SLICE_X204Y13	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[8]_i_10	SLICE_X167Y16	SLICEL.F7AMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[8]_i_6	SLICE_X167Y16	SLICEL.F8MUX	MUXF8
eth/RAMB16_inst_rx/rdata_q_reg[8]_i_7	SLICE_X187Y27	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[8]_i_8	SLICE_X207Y11	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[8]_i_9	SLICE_X167Y16	SLICEL.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[9]_i_13	SLICE_X166Y25	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[9]_i_5	SLICE_X186Y30	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_rx/rdata_q_reg[9]_i_6	SLICE_X204Y15	SLICEM.F7BMUX	MUXF7
eth/RAMB16_inst_tx/genblk1[0].RAMB16_S9_S36_inst	RAMB36_X12Y2	RAMB36E1.RAMB36E1	RAMB36E1
eth/RAMB16_inst_tx/genblk1[0].RAMB16_S9_S36_inst_i_2	SLICE_X184Y16	SLICEM.A6LUT	LUT6
eth/RAMB16_inst_tx/genblk1[1].RAMB16_S9_S36_inst	RAMB36_X12Y3	RAMB36E1.RAMB36E1	RAMB36E1
eth/RAMB16_inst_tx/rdata_q[31]_i_5	SLICE_X189Y15	SLICEL.B6LUT	LUT6
eth/RAMB16_inst_tx/rdata_q[8]_i_3	SLICE_X185Y15	SLICEL.A6LUT	LUT6
eth/RAMB16_inst_tx/s_tdata_reg[0]_i_1	SLICE_X186Y13	SLICEM.A6LUT	LUT3
eth/RAMB16_inst_tx/s_tdata_reg[1]_i_1	SLICE_X186Y13	SLICEM.A5LUT	LUT3
eth/RAMB16_inst_tx/s_tdata_reg[2]_i_1	SLICE_X186Y13	SLICEM.B6LUT	LUT3
eth/RAMB16_inst_tx/s_tdata_reg[3]_i_1	SLICE_X186Y13	SLICEM.B5LUT	LUT3
eth/RAMB16_inst_tx/s_tdata_reg[4]_i_1	SLICE_X186Y13	SLICEM.C6LUT	LUT3
eth/RAMB16_inst_tx/s_tdata_reg[5]_i_1	SLICE_X186Y13	SLICEM.C5LUT	LUT3
eth/RAMB16_inst_tx/s_tdata_reg[6]_i_1	SLICE_X186Y13	SLICEM.D6LUT	LUT3
eth/RAMB16_inst_tx/s_tdata_reg[7]_i_3	SLICE_X186Y13	SLICEM.D5LUT	LUT3
eth/rx_length_axis_reg_0_31_0_5/RAMA	SLICE_X184Y13	SLICEM.A5LUT	RAMD32
eth/rx_length_axis_reg_0_31_0_5/RAMA_D1	SLICE_X184Y13	SLICEM.A6LUT	RAMD32
eth/rx_length_axis_reg_0_31_0_5/RAMB	SLICE_X184Y13	SLICEM.B5LUT	RAMD32
eth/rx_length_axis_reg_0_31_0_5/RAMB_D1	SLICE_X184Y13	SLICEM.B6LUT	RAMD32
eth/rx_length_axis_reg_0_31_0_5/RAMC	SLICE_X184Y13	SLICEM.C5LUT	RAMD32
eth/rx_length_axis_reg_0_31_0_5/RAMC_D1	SLICE_X184Y13	SLICEM.C6LUT	RAMD32
eth/rx_length_axis_reg_0_31_0_5/RAMD	SLICE_X184Y13	SLICEM.D5LUT	RAMS32
eth/rx_length_axis_reg_0_31_0_5/RAMD_D1	SLICE_X184Y13	SLICEM.D6LUT	RAMS32
eth/rx_length_axis_reg_0_31_6_10/RAMA	SLICE_X184Y14	SLICEM.A5LUT	RAMD32
eth/rx_length_axis_reg_0_31_6_10/RAMA_D1	SLICE_X184Y14	SLICEM.A6LUT	RAMD32
eth/rx_length_axis_reg_0_31_6_10/RAMB	SLICE_X184Y14	SLICEM.B5LUT	RAMD32
eth/rx_length_axis_reg_0_31_6_10/RAMB_D1	SLICE_X184Y14	SLICEM.B6LUT	RAMD32
eth/rx_length_axis_reg_0_31_6_10/RAMC	SLICE_X184Y14	SLICEM.C5LUT	RAMD32
eth/rx_length_axis_reg_0_31_6_10/RAMC_D1	SLICE_X184Y14	SLICEM.C6LUT	RAMD32
eth/rx_length_axis_reg_0_31_6_10/RAMD	SLICE_X184Y14	SLICEM.D5LUT	RAMS32
eth/rx_length_axis_reg_0_31_6_10/RAMD_D1	SLICE_X184Y14	SLICEM.D6LUT	RAMS32
eth/sgmii_soc1/gmii_rst_sync_reg[0]	SLICE_X205Y17	SLICEL.AFF	FDPE
eth/sgmii_soc1/gmii_rst_sync_reg[1]	SLICE_X205Y17	SLICEL.BFF	FDPE
eth/sgmii_soc1/gmii_rst_sync_reg[2]	SLICE_X205Y17	SLICEL.CFF	FDPE
eth/sgmii_soc1/gmii_rst_sync_reg[3]	SLICE_X199Y15	SLICEL.AFF	FDPE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/FSM_sequential_state_reg[0]_i_1	SLICE_X194Y17	SLICEL.A6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/FSM_sequential_state_reg[0]_i_2	SLICE_X194Y17	SLICEL.B6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/FSM_sequential_state_reg[0]_i_3	SLICE_X195Y17	SLICEL.D6LUT	LUT5
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/FSM_sequential_state_reg[0]_i_4	SLICE_X195Y17	SLICEL.A5LUT	LUT4
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/FSM_sequential_state_reg[1]_i_1	SLICE_X196Y17	SLICEM.A6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/FSM_sequential_state_reg[1]_i_2__0	SLICE_X192Y17	SLICEM.A6LUT	LUT2
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/FSM_sequential_state_reg_reg[0]	SLICE_X194Y17	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/FSM_sequential_state_reg_reg[1]	SLICE_X196Y17	SLICEM.AFF	FDRE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/byte_sync_i_1	SLICE_X186Y6	SLICEM.A6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/byte_sync_i_4	SLICE_X186Y6	SLICEM.D5LUT	LUT5
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_cnt[0]_i_1	SLICE_X198Y16	SLICEM.A6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_cnt[0]_i_2	SLICE_X197Y16	SLICEL.B6LUT	LUT2
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_cnt[1]_i_1	SLICE_X198Y16	SLICEM.B6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_cnt[1]_i_2	SLICE_X198Y16	SLICEM.D6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_cnt_reg[0]	SLICE_X198Y16	SLICEM.AFF	FDRE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_cnt_reg[1]	SLICE_X198Y16	SLICEM.BFF	FDRE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state[31]_i_1	SLICE_X197Y16	SLICEL.C6LUT	LUT4
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[0]	SLICE_X195Y16	SLICEL.AFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[10]	SLICE_X195Y16	SLICEL.A5FF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[11]	SLICE_X194Y15	SLICEL.A5FF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[12]	SLICE_X194Y16	SLICEL.A5FF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[13]	SLICE_X192Y14	SLICEM.AFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[14]	SLICE_X194Y16	SLICEL.AFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[15]	SLICE_X194Y15	SLICEL.AFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[16]	SLICE_X196Y16	SLICEM.BFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[17]	SLICE_X196Y15	SLICEM.AFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[18]	SLICE_X193Y17	SLICEL.AFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[19]	SLICE_X192Y15	SLICEM.AFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[1]	SLICE_X196Y16	SLICEM.AFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[20]	SLICE_X194Y15	SLICEL.BFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[21]	SLICE_X192Y15	SLICEM.BFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[22]	SLICE_X194Y16	SLICEL.CFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[23]	SLICE_X194Y15	SLICEL.B5FF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[24]	SLICE_X196Y16	SLICEM.CFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[25]	SLICE_X196Y15	SLICEM.BFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[26]	SLICE_X193Y17	SLICEL.BFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[27]	SLICE_X192Y15	SLICEM.A5FF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[28]	SLICE_X196Y15	SLICEM.A5FF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[29]	SLICE_X192Y15	SLICEM.DFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[2]	SLICE_X197Y16	SLICEL.AFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[30]	SLICE_X192Y17	SLICEM.AFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[31]	SLICE_X196Y15	SLICEM.DFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[3]	SLICE_X194Y15	SLICEL.CFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[4]	SLICE_X195Y16	SLICEL.BFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[5]	SLICE_X192Y14	SLICEM.BFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[6]	SLICE_X194Y16	SLICEL.BFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[7]	SLICE_X194Y15	SLICEL.DFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[8]	SLICE_X195Y16	SLICEL.CFF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/crc_state_reg[9]	SLICE_X196Y15	SLICEM.D5FF	FDSE
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/fcs_reg[0]_i_1	SLICE_X195Y15	SLICEL.D6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/fcs_reg[10]_i_1	SLICE_X193Y16	SLICEL.B6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/fcs_reg[11]_i_1	SLICE_X193Y15	SLICEL.B6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/fcs_reg[12]_i_1	SLICE_X193Y16	SLICEL.C6LUT	LUT4
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/fcs_reg[13]_i_1	SLICE_X193Y14	SLICEL.A6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/fcs_reg[14]_i_1	SLICE_X194Y14	SLICEL.A6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/fcs_reg[15]_i_1	SLICE_X194Y14	SLICEL.B6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/fcs_reg[16]_i_1	SLICE_X195Y15	SLICEL.A6LUT	LUT6
eth/sgmii_soc1/i_mac/axis_gmii_rx_inst/fcs_reg[17]_i_1	SLICE_X197Y15	SLICEL.A6LUT	LUT6
