IO_RST_IBUF_inst	IOB_X0Y124	IOB18.INBUF_DCIEN	IBUF
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_TXRESETDONE/data_sync_reg5	SLICE_X220Y23	SLICEM.C5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_TXRESETDONE/data_sync_reg6	SLICE_X220Y23	SLICEM.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_cplllock/data_sync_reg1	SLICE_X218Y23	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_cplllock/data_sync_reg2	SLICE_X218Y23	SLICEL.A5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_cplllock/data_sync_reg3	SLICE_X218Y23	SLICEL.B5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_cplllock/data_sync_reg4	SLICE_X218Y23	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_cplllock/data_sync_reg5	SLICE_X218Y23	SLICEL.C5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_cplllock/data_sync_reg6	SLICE_X218Y23	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_mmcm_lock_reclocked/data_sync_reg1	SLICE_X215Y33	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_mmcm_lock_reclocked/data_sync_reg2	SLICE_X215Y33	SLICEL.A5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_mmcm_lock_reclocked/data_sync_reg3	SLICE_X215Y33	SLICEL.B5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_mmcm_lock_reclocked/data_sync_reg4	SLICE_X215Y33	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_mmcm_lock_reclocked/data_sync_reg5	SLICE_X215Y33	SLICEL.C5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_mmcm_lock_reclocked/data_sync_reg6	SLICE_X215Y33	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_run_phase_alignment_int/data_sync_reg1	SLICE_X216Y23	SLICEM.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_run_phase_alignment_int/data_sync_reg2	SLICE_X216Y23	SLICEM.A5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_run_phase_alignment_int/data_sync_reg3	SLICE_X216Y23	SLICEM.B5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_run_phase_alignment_int/data_sync_reg4	SLICE_X216Y23	SLICEM.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_run_phase_alignment_int/data_sync_reg5	SLICE_X216Y23	SLICEM.C5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_run_phase_alignment_int/data_sync_reg6	SLICE_X216Y23	SLICEM.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_time_out_wait_bypass/data_sync_reg1	SLICE_X214Y24	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_time_out_wait_bypass/data_sync_reg2	SLICE_X214Y24	SLICEL.A5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_time_out_wait_bypass/data_sync_reg3	SLICE_X214Y24	SLICEL.B5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_time_out_wait_bypass/data_sync_reg4	SLICE_X214Y24	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_time_out_wait_bypass/data_sync_reg5	SLICE_X214Y24	SLICEL.C5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_time_out_wait_bypass/data_sync_reg6	SLICE_X214Y24	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_tx_fsm_reset_done_int/data_sync_reg1	SLICE_X217Y22	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_tx_fsm_reset_done_int/data_sync_reg2	SLICE_X217Y22	SLICEL.A5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_tx_fsm_reset_done_int/data_sync_reg3	SLICE_X217Y22	SLICEL.B5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_tx_fsm_reset_done_int/data_sync_reg4	SLICE_X217Y22	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_tx_fsm_reset_done_int/data_sync_reg5	SLICE_X217Y22	SLICEL.C5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/sync_tx_fsm_reset_done_int/data_sync_reg6	SLICE_X217Y22	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_2ms_reg	SLICE_X216Y25	SLICEM.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_500us_reg	SLICE_X215Y26	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[0]	SLICE_X214Y26	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[10]	SLICE_X214Y28	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[11]	SLICE_X214Y28	SLICEL.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[12]	SLICE_X214Y29	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[13]	SLICE_X214Y29	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[14]	SLICE_X214Y29	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[15]	SLICE_X214Y29	SLICEL.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[16]	SLICE_X214Y30	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[17]	SLICE_X214Y30	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[18]	SLICE_X214Y30	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[1]	SLICE_X214Y26	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[2]	SLICE_X214Y26	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[3]	SLICE_X214Y26	SLICEL.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[4]	SLICE_X214Y27	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[5]	SLICE_X214Y27	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[6]	SLICE_X214Y27	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[7]	SLICE_X214Y27	SLICEL.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[8]	SLICE_X214Y28	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_counter_reg[9]	SLICE_X214Y28	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_wait_bypass_reg	SLICE_X216Y23	SLICEM.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_out_wait_bypass_s3_reg	SLICE_X214Y24	SLICEL.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/time_tlock_max_reg	SLICE_X215Y26	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/tx_fsm_reset_done_int_reg	SLICE_X216Y22	SLICEM.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/tx_fsm_reset_done_int_s3_reg	SLICE_X217Y22	SLICEL.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/txresetdone_s3_reg	SLICE_X221Y23	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[0]	SLICE_X215Y21	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[10]	SLICE_X215Y23	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[11]	SLICE_X215Y23	SLICEL.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[12]	SLICE_X215Y24	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[13]	SLICE_X215Y24	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[14]	SLICE_X215Y24	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[15]	SLICE_X215Y24	SLICEL.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[16]	SLICE_X215Y25	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[1]	SLICE_X215Y21	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[2]	SLICE_X215Y21	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[3]	SLICE_X215Y21	SLICEL.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[4]	SLICE_X215Y22	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[5]	SLICE_X215Y22	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[6]	SLICE_X215Y22	SLICEL.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[7]	SLICE_X215Y22	SLICEL.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[8]	SLICE_X215Y23	SLICEL.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_bypass_count_reg[9]	SLICE_X215Y23	SLICEL.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[0]	SLICE_X216Y26	SLICEM.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[10]	SLICE_X216Y28	SLICEM.CFF	FDSE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[11]	SLICE_X216Y28	SLICEM.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[12]	SLICE_X216Y29	SLICEM.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[13]	SLICE_X216Y29	SLICEM.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[14]	SLICE_X216Y29	SLICEM.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[15]	SLICE_X216Y29	SLICEM.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[1]	SLICE_X216Y26	SLICEM.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[2]	SLICE_X216Y26	SLICEM.CFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[3]	SLICE_X216Y26	SLICEM.DFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[4]	SLICE_X216Y27	SLICEM.AFF	FDSE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[5]	SLICE_X216Y27	SLICEM.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[6]	SLICE_X216Y27	SLICEM.CFF	FDSE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[7]	SLICE_X216Y27	SLICEM.DFF	FDSE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[8]	SLICE_X216Y28	SLICEM.AFF	FDSE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gt0_txresetfsm_i/wait_time_cnt_reg[9]	SLICE_X216Y28	SLICEM.BFF	FDSE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gtwizard_i/cpll_railing0_i/cpllpd_wait_reg[31]_srl32	SLICE_X220Y16	SLICEM.C6LUT	SRLC32E
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gtwizard_i/cpll_railing0_i/cpllpd_wait_reg[63]_srl32	SLICE_X220Y16	SLICEM.B6LUT	SRLC32E
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gtwizard_i/cpll_railing0_i/cpllpd_wait_reg[94]_srl31	SLICE_X220Y16	SLICEM.A6LUT	SRLC32E
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gtwizard_i/cpll_railing0_i/cpllpd_wait_reg[95]	SLICE_X220Y16	SLICEM.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gtwizard_i/cpll_railing0_i/cpllreset_wait_reg[126]_srl31	SLICE_X220Y21	SLICEM.A6LUT	SRLC32E
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gtwizard_i/cpll_railing0_i/cpllreset_wait_reg[127]	SLICE_X220Y21	SLICEM.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gtwizard_i/cpll_railing0_i/cpllreset_wait_reg[31]_srl32	SLICE_X220Y21	SLICEM.D6LUT	SRLC32E
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gtwizard_i/cpll_railing0_i/cpllreset_wait_reg[63]_srl32	SLICE_X220Y21	SLICEM.C6LUT	SRLC32E
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gtwizard_i/cpll_railing0_i/cpllreset_wait_reg[95]_srl32	SLICE_X220Y21	SLICEM.B6LUT	SRLC32E
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/gtwizard_inst/inst/gtwizard_i/gt0_GTWIZARD_i/gtxe2_i	GTXE2_CHANNEL_X1Y1	GTXE2_CHANNEL.GTXE2_CHANNEL	GTXE2_CHANNEL
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_encommaalign/reset_sync1	SLICE_X208Y24	SLICEM.A5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_encommaalign/reset_sync2	SLICE_X208Y24	SLICEM.AFF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_encommaalign/reset_sync3	SLICE_X208Y24	SLICEM.B5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_encommaalign/reset_sync4	SLICE_X208Y24	SLICEM.BFF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_encommaalign/reset_sync5	SLICE_X208Y24	SLICEM.C5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_encommaalign/reset_sync6	SLICE_X208Y25	SLICEM.A5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset/reset_sync1	SLICE_X206Y28	SLICEL.A5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset/reset_sync2	SLICE_X206Y28	SLICEL.AFF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset/reset_sync3	SLICE_X206Y28	SLICEL.B5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset/reset_sync4	SLICE_X206Y28	SLICEL.BFF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset/reset_sync5	SLICE_X206Y28	SLICEL.C5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset/reset_sync6	SLICE_X206Y29	SLICEL.A5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset_indclk/reset_sync1	SLICE_X210Y18	SLICEL.A5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset_indclk/reset_sync2	SLICE_X210Y18	SLICEL.AFF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset_indclk/reset_sync3	SLICE_X210Y18	SLICEL.B5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset_indclk/reset_sync4	SLICE_X210Y18	SLICEL.BFF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset_indclk/reset_sync5	SLICE_X210Y18	SLICEL.C5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_rxreset_indclk/reset_sync6	SLICE_X210Y19	SLICEL.A5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_txreset/reset_sync1	SLICE_X217Y19	SLICEL.A5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_txreset/reset_sync2	SLICE_X217Y19	SLICEL.AFF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_txreset/reset_sync3	SLICE_X217Y19	SLICEL.B5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_txreset/reset_sync4	SLICE_X217Y19	SLICEL.BFF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_txreset/reset_sync5	SLICE_X217Y19	SLICEL.C5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reclock_txreset/reset_sync6	SLICE_X217Y20	SLICEL.A5FF	FDPE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reset_wtd_timer/counter_stg1_reg[0]	SLICE_X208Y15	SLICEM.BFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reset_wtd_timer/counter_stg1_reg[1]	SLICE_X208Y15	SLICEM.AFF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reset_wtd_timer/counter_stg1_reg[2]	SLICE_X208Y15	SLICEM.A5FF	FDRE
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/transceiver_inst/reset_wtd_timer/counter_stg1_reg[3]	SLICE_X209Y15	SLICEL.AFF	FDRE
