net	pips	fanout
eth/core_lsu_addr_dly[6]	33	21
eth/core_resets_i/pma_reset_pipe_reg[3][0]	19	8
eth/core_resets_i/pma_reset_pipe_reg[3][1]	19	8
eth/core_resets_i/pma_reset_pipe_reg[3][2]	20	8
eth/core_resets_i/pma_reset_pipe_reg[3][3]	18	8
eth/core_resets_i/pma_reset_pipe_reg[3][4]	18	8
eth/core_resets_i/pma_reset_pipe_reg[3][5]	20	8
eth/cpu_clk	994	885
eth/eth_clk	1032	994
eth/eth_irq_i_2_n_0	6	2
eth/eth_irq_reg_n_0	6	1
eth/eth_mdc_OBUF	38	3
eth/eth_mdio_IBUF	44	1
eth/eth_mdio_OBUF	33	3
eth/eth_mdio_TRI	47	3
eth/eth_rst_n_OBUF	158	34
eth/firstbuf	12	5
eth/firstbuf_reg_n_0_[0]	16	7
eth/firstbuf_reg_n_0_[1]	13	5
eth/firstbuf_reg_n_0_[2]	13	4
eth/firstbuf_reg_n_0_[3]	12	4
eth/firstbuf_reg_n_0_[4]	14	4
eth/framing_rdata00_out[0]	6	1
eth/framing_rdata00_out[10]	4	1
eth/framing_rdata00_out[1]	4	1
eth/framing_rdata00_out[2]	4	1
eth/framing_rdata00_out[3]	4	1
eth/framing_rdata00_out[4]	4	1
eth/framing_rdata00_out[5]	4	1
eth/framing_rdata00_out[6]	6	1
eth/framing_rdata00_out[7]	5	1
eth/framing_rdata00_out[8]	4	1
eth/framing_rdata00_out[9]	4	1
eth/framing_rdata0_n_0	23	12
eth/framing_rdata_pkt[10]	7	1
eth/framing_rdata_pkt[24]	8	1
eth/framing_rdata_pkt[25]	9	1
eth/framing_rdata_pkt[26]	8	1
eth/framing_rdata_pkt[31]	7	1
eth/framing_rdata_pkt[4]	7	1
eth/framing_rdata_pkt[5]	8	1
eth/framing_rdata_pkt[6]	7	1
eth/framing_rdata_pkt[7]	6	1
eth/framing_rdata_pkt[8]	7	1
eth/framing_rdata_pkt[9]	7	1
eth/framing_wdata_pkt[0]	7	1
eth/framing_wdata_pkt[11]	7	1
eth/framing_wdata_pkt[12]	6	1
eth/framing_wdata_pkt[13]	8	1
eth/framing_wdata_pkt[14]	8	1
eth/framing_wdata_pkt[15]	5	1
eth/framing_wdata_pkt[16]	6	1
eth/framing_wdata_pkt[17]	8	1
eth/framing_wdata_pkt[18]	8	1
eth/framing_wdata_pkt[19]	7	1
eth/framing_wdata_pkt[1]	8	1
eth/framing_wdata_pkt[20]	6	1
eth/framing_wdata_pkt[21]	9	1
eth/framing_wdata_pkt[22]	6	1
eth/framing_wdata_pkt[23]	7	1
eth/framing_wdata_pkt[24]	6	1
eth/framing_wdata_pkt[25]	7	1
eth/framing_wdata_pkt[26]	6	1
eth/framing_wdata_pkt[27]	7	1
eth/framing_wdata_pkt[28]	7	1
eth/framing_wdata_pkt[29]	8	1
eth/framing_wdata_pkt[2]	7	1
eth/framing_wdata_pkt[30]	6	1
eth/framing_wdata_pkt[32]	6	1
eth/framing_wdata_pkt[33]	7	1
eth/framing_wdata_pkt[34]	7	1
eth/framing_wdata_pkt[35]	7	1
eth/framing_wdata_pkt[36]	7	1
eth/framing_wdata_pkt[37]	7	1
eth/framing_wdata_pkt[38]	6	1
eth/framing_wdata_pkt[39]	8	1
eth/framing_wdata_pkt[3]	6	1
eth/framing_wdata_pkt[40]	8	1
eth/framing_wdata_pkt[41]	7	1
eth/framing_wdata_pkt[42]	7	1
eth/framing_wdata_pkt[43]	6	1
eth/framing_wdata_pkt[44]	6	1
eth/framing_wdata_pkt[45]	7	1
eth/framing_wdata_pkt[46]	7	1
eth/framing_wdata_pkt[47]	6	1
eth/framing_wdata_pkt[48]	7	1
eth/framing_wdata_pkt[49]	7	1
eth/framing_wdata_pkt[50]	6	1
eth/framing_wdata_pkt[51]	7	1
eth/framing_wdata_pkt[52]	6	1
eth/framing_wdata_pkt[53]	6	1
eth/framing_wdata_pkt[54]	6	1
eth/framing_wdata_pkt[55]	7	1
eth/framing_wdata_pkt[56]	7	1
eth/framing_wdata_pkt[57]	8	1
eth/framing_wdata_pkt[58]	6	1
eth/framing_wdata_pkt[59]	7	1
eth/framing_wdata_pkt[60]	7	1
eth/framing_wdata_pkt[61]	7	1
eth/framing_wdata_pkt[62]	7	1
eth/irq_en	8	2
eth/last_reg_n_0_[0]	16	7
eth/last_reg_n_0_[1]	18	7
eth/last_reg_n_0_[2]	18	6
eth/lastbuf	10	5
eth/lastbuf_reg_n_0_[0]	13	5
eth/lastbuf_reg_n_0_[1]	10	4
eth/lastbuf_reg_n_0_[2]	12	3
eth/lastbuf_reg_n_0_[3]	11	3
eth/lastbuf_reg_n_0_[4]	9	2
eth/loopback	3	1
eth/mac_address[15]	37	32
eth/mac_address[47]	50	24
eth/mac_address_reg_n_0_[0]	8	2
eth/mac_address_reg_n_0_[10]	8	2
eth/mac_address_reg_n_0_[11]	9	2
eth/mac_address_reg_n_0_[12]	7	2
eth/mac_address_reg_n_0_[13]	7	2
eth/mac_address_reg_n_0_[14]	7	2
eth/mac_address_reg_n_0_[15]	7	2
eth/mac_address_reg_n_0_[16]	10	2
eth/mac_address_reg_n_0_[17]	7	2
eth/mac_address_reg_n_0_[18]	8	2
eth/mac_address_reg_n_0_[19]	8	2
eth/mac_address_reg_n_0_[1]	8	2
eth/mac_address_reg_n_0_[20]	9	2
eth/mac_address_reg_n_0_[21]	8	2
eth/mac_address_reg_n_0_[22]	9	2
eth/mac_address_reg_n_0_[23]	8	2
eth/mac_address_reg_n_0_[24]	7	2
eth/mac_address_reg_n_0_[25]	9	2
eth/mac_address_reg_n_0_[26]	9	2
eth/mac_address_reg_n_0_[27]	9	2
eth/mac_address_reg_n_0_[28]	8	2
eth/mac_address_reg_n_0_[29]	11	2
eth/mac_address_reg_n_0_[2]	10	2
eth/mac_address_reg_n_0_[30]	10	2
eth/mac_address_reg_n_0_[31]	9	2
eth/mac_address_reg_n_0_[32]	9	2
eth/mac_address_reg_n_0_[33]	8	2
eth/mac_address_reg_n_0_[34]	7	2
eth/mac_address_reg_n_0_[35]	10	2
eth/mac_address_reg_n_0_[36]	8	2
eth/mac_address_reg_n_0_[37]	10	2
eth/mac_address_reg_n_0_[38]	9	2
eth/mac_address_reg_n_0_[39]	9	2
eth/mac_address_reg_n_0_[3]	9	2
eth/mac_address_reg_n_0_[40]	10	2
eth/mac_address_reg_n_0_[41]	8	2
eth/mac_address_reg_n_0_[42]	11	2
eth/mac_address_reg_n_0_[43]	6	2
eth/mac_address_reg_n_0_[44]	7	2
eth/mac_address_reg_n_0_[45]	6	2
eth/mac_address_reg_n_0_[46]	8	2
eth/mac_address_reg_n_0_[47]	10	2
eth/mac_address_reg_n_0_[4]	8	2
eth/mac_address_reg_n_0_[5]	6	2
eth/mac_address_reg_n_0_[6]	9	2
eth/mac_address_reg_n_0_[7]	9	2
eth/mac_address_reg_n_0_[8]	9	2
eth/mac_address_reg_n_0_[9]	7	2
eth/nextbuf	10	5
eth/nextbuf_reg[0]	239	57
eth/nextbuf_reg[1]	160	55
eth/nextbuf_reg[2]	159	54
eth/nextbuf_reg[3]	157	53
eth/nextbuf_reg[4]	159	53
eth/p_0_in__1	146	38
eth/pcspma_status[0]	5	1
eth/pcspma_status[1]	13	2
eth/pcspma_status[2]	5	1
eth/pcspma_status[3]	7	1
eth/promiscuous	9	2
eth/promiscuous_i_2_0	6	3
eth/promiscuous_i_2_n_0	18	8
eth/promiscuous_i_3_n_0	3	1
eth/rst_sync	349	299
eth/rx_addr_axis0[0]	7	2
eth/rx_addr_axis0[10]	12	2
eth/rx_addr_axis0[1]	5	2
eth/rx_addr_axis0[2]	11	2
eth/rx_addr_axis0[3]	12	2
eth/rx_addr_axis0[4]	11	2
eth/rx_addr_axis0[5]	5	2
eth/rx_addr_axis0[6]	5	2
eth/rx_addr_axis0[7]	12	2
eth/rx_addr_axis0[8]	10	2
eth/rx_addr_axis0[9]	12	2
eth/rx_addr_axis_reg_n_0_[0]	224	39
eth/rx_addr_axis_reg_n_0_[10]	216	34
eth/rx_addr_axis_reg_n_0_[1]	231	39
eth/rx_addr_axis_reg_n_0_[3]	221	37
eth/rx_addr_axis_reg_n_0_[4]	228	36
eth/rx_addr_axis_reg_n_0_[5]	217	35
eth/rx_addr_axis_reg_n_0_[6]	219	38
eth/rx_addr_axis_reg_n_0_[7]	222	37
eth/rx_addr_axis_reg_n_0_[8]	219	36
eth/rx_addr_axis_reg_n_0_[9]	225	35
eth/rx_axis_tdata[0]	158	33
eth/rx_axis_tdata[1]	165	33
eth/rx_axis_tdata[2]	169	33
eth/rx_axis_tdata[3]	157	33
eth/rx_axis_tdata[4]	155	33
eth/rx_axis_tdata[5]	160	33
eth/rx_axis_tdata[6]	157	33
eth/rx_axis_tdata[7]	162	33
eth/rx_axis_tvalid	157	45
eth/rx_dest_mac	48	48
eth/rx_dest_mac_reg_n_0_[0]	12	3
eth/rx_dest_mac_reg_n_0_[10]	13	3
eth/rx_dest_mac_reg_n_0_[11]	12	3
eth/rx_dest_mac_reg_n_0_[12]	13	3
eth/rx_dest_mac_reg_n_0_[13]	13	3
eth/rx_dest_mac_reg_n_0_[14]	10	3
eth/rx_dest_mac_reg_n_0_[15]	13	3
eth/rx_dest_mac_reg_n_0_[16]	14	3
eth/rx_dest_mac_reg_n_0_[17]	12	3
eth/rx_dest_mac_reg_n_0_[18]	11	3
eth/rx_dest_mac_reg_n_0_[19]	10	3
eth/rx_dest_mac_reg_n_0_[1]	14	3
eth/rx_dest_mac_reg_n_0_[20]	12	3
eth/rx_dest_mac_reg_n_0_[21]	18	3
eth/rx_dest_mac_reg_n_0_[22]	12	3
eth/rx_dest_mac_reg_n_0_[23]	11	3
eth/rx_dest_mac_reg_n_0_[24]	15	4
eth/rx_dest_mac_reg_n_0_[25]	14	4
eth/rx_dest_mac_reg_n_0_[26]	15	4
eth/rx_dest_mac_reg_n_0_[27]	16	4
eth/rx_dest_mac_reg_n_0_[28]	18	4
eth/rx_dest_mac_reg_n_0_[29]	16	4
eth/rx_dest_mac_reg_n_0_[2]	14	3
eth/rx_dest_mac_reg_n_0_[30]	12	4
eth/rx_dest_mac_reg_n_0_[31]	13	4
eth/rx_dest_mac_reg_n_0_[32]	14	4
eth/rx_dest_mac_reg_n_0_[33]	11	4
eth/rx_dest_mac_reg_n_0_[34]	18	4
eth/rx_dest_mac_reg_n_0_[35]	12	4
eth/rx_dest_mac_reg_n_0_[36]	12	4
eth/rx_dest_mac_reg_n_0_[37]	18	4
eth/rx_dest_mac_reg_n_0_[38]	14	4
eth/rx_dest_mac_reg_n_0_[39]	13	4
eth/rx_dest_mac_reg_n_0_[3]	11	3
eth/rx_dest_mac_reg_n_0_[40]	8	3
eth/rx_dest_mac_reg_n_0_[41]	8	3
eth/rx_dest_mac_reg_n_0_[42]	11	3
eth/rx_dest_mac_reg_n_0_[43]	9	3
eth/rx_dest_mac_reg_n_0_[44]	11	3
eth/rx_dest_mac_reg_n_0_[45]	8	3
eth/rx_dest_mac_reg_n_0_[46]	8	3
eth/rx_dest_mac_reg_n_0_[47]	10	3
eth/rx_dest_mac_reg_n_0_[4]	13	3
eth/rx_dest_mac_reg_n_0_[5]	13	3
eth/rx_dest_mac_reg_n_0_[6]	16	3
eth/rx_dest_mac_reg_n_0_[7]	13	3
eth/rx_dest_mac_reg_n_0_[8]	12	3
eth/rx_dest_mac_reg_n_0_[9]	12	3
eth/rx_length_axis_reg_0_31_6_10_i_6_n_0	9	5
eth/sgmii_refclk_n	1	1
eth/sgmii_refclk_p	1	1
eth/sgmii_rxn	1	1
eth/sgmii_rxp	1	1
eth/sgmii_soc1_n_16	5	1
eth/sgmii_soc1_n_17	4	1
eth/sgmii_soc1_n_18	4	1
eth/sgmii_soc1_n_19	3	1
eth/sgmii_soc1_n_2	7	1
eth/sgmii_soc1_n_20	4	1
eth/sgmii_soc1_n_21	5	1
eth/sgmii_soc1_n_22	5	1
eth/sgmii_soc1_n_23	3	1
eth/sgmii_soc1_n_24	5	1
eth/sgmii_soc1_n_25	5	1
eth/sgmii_soc1_n_26	4	1
eth/sgmii_soc1_n_27	5	1
eth/sgmii_soc1_n_28	3	1
eth/sgmii_soc1_n_29	4	1
eth/sgmii_soc1_n_30	4	1
eth/sgmii_soc1_n_31	3	1
eth/sgmii_soc1_n_32	4	1
eth/sgmii_soc1_n_33	5	1
eth/sgmii_soc1_n_34	4	1
eth/sgmii_soc1_n_35	5	1
eth/sgmii_soc1_n_36	3	1
eth/sgmii_soc1_n_37	5	1
eth/sgmii_soc1_n_38	4	1
eth/sgmii_soc1_n_39	5	1
eth/sgmii_soc1_n_40	4	1
eth/sgmii_soc1_n_41	5	1
eth/sgmii_soc1_n_42	5	1
eth/sgmii_soc1_n_43	4	1
eth/sgmii_soc1_n_44	4	1
eth/sgmii_soc1_n_45	5	1
eth/sgmii_soc1_n_46	4	1
eth/sgmii_soc1_n_47	4	1
eth/sgmii_soc1_n_48	3	1
eth/sgmii_soc1_n_54	6	1
eth/sgmii_soc1_n_65	6	1
eth/sgmii_soc1_n_66	8	1
eth/sgmii_soc1_n_67	7	1
eth/sgmii_soc1_n_68	7	1
eth/sgmii_soc1_n_69	8	1
eth/sgmii_soc1_n_70	7	1
eth/sgmii_soc1_n_71	7	1
eth/sgmii_soc1_n_72	7	1
eth/sgmii_soc1_n_73	7	1
eth/sgmii_soc1_n_74	6	1
eth/sgmii_soc1_n_75	6	1
eth/sgmii_soc1_n_76	7	1
eth/sgmii_soc1_n_77	6	1
eth/sgmii_soc1_n_78	6	1
eth/sgmii_soc1_n_79	6	4
eth/sgmii_soc1_n_80	18	11
eth/sgmii_soc1_n_81	6	1
eth/sgmii_soc1_n_82	18	11
eth/sgmii_soc1_n_83	12	16
eth/sgmii_soc1_n_85	7	1
eth/sgmii_soc1_n_86	3	1
eth/sgmii_txn	1	1
eth/sgmii_txp	1	1
eth/spare_reg_n_0_[0]	3	1
eth/spare_reg_n_0_[1]	3	1
eth/spare_reg_n_0_[2]	5	1
eth/spare_reg_n_0_[3]	3	1
eth/sync_i_10_n_0	6	1
eth/sync_i_11_n_0	6	1
eth/sync_i_12_n_0	4	1
eth/sync_i_13_n_0	3	1
eth/sync_i_14_n_0	4	1
eth/sync_i_15_n_0	5	1
eth/sync_i_16_n_0	4	1
eth/sync_i_17_n_0	4	1
eth/sync_i_2_n_0	6	1
eth/sync_i_3_n_0	3	1
eth/sync_i_4_n_0	4	1
eth/sync_i_5_n_0	5	1
eth/sync_i_6_n_0	3	1
eth/sync_i_8_n_0	4	1
eth/sync_i_9_n_0	4	1
eth/sync_reg_i_18_n_0	1	1
eth/sync_reg_i_23_n_0	1	1
eth/sync_reg_i_28_n_0	1	1
eth/sync_reg_i_7_n_0	6	1
eth/sync_reg_n_0	5	2
eth/tx_axis_tlast	21	6
eth/tx_axis_tlast1	5	1
eth/tx_axis_tlast_i_12_n_0	22	9
eth/tx_axis_tlast_i_17_n_0	7	1
eth/tx_axis_tlast_i_18_n_0	4	1
eth/tx_axis_tlast_i_19_n_0	3	1
eth/tx_axis_tlast_i_20_n_0	3	1
eth/tx_axis_tlast_i_21_n_0	4	1
eth/tx_axis_tlast_reg_i_3_n_0	1	1
eth/tx_axis_tlast_reg_i_7_n_0	1	1
eth/tx_axis_tvalid	37	12
eth/tx_axis_tvalid_dly	5	3
eth/tx_busy__0	7	2
eth/tx_busy_i_2_n_0	3	1
eth/tx_enable_dly[3]_i_2_n_0	6	4
eth/tx_enable_dly_reg[0]	10	7
eth/tx_enable_dly_reg[1]	11	7
eth/tx_enable_dly_reg[2]	11	7
eth/tx_enable_dly_reg[3]	9	7
eth/tx_enable_i	11	5
eth/tx_enable_i_i_2_n_0	3	1
eth/tx_enable_old	11	3
eth/tx_frame_addr[10]_i_3_n_0	9	4
eth/tx_frame_addr[5]_i_2_n_0	4	1
eth/tx_frame_addr[6]_i_2_n_0	7	2
eth/tx_frame_addr_reg[0]	38	11
eth/tx_frame_addr_reg[10]	25	5
eth/tx_frame_addr_reg[1]	35	10
eth/tx_frame_addr_reg[3]	34	8
eth/tx_frame_addr_reg[4]	30	7
eth/tx_frame_addr_reg[5]	31	6
eth/tx_frame_addr_reg[6]	31	6
eth/tx_frame_addr_reg[7]	30	8
eth/tx_frame_addr_reg[8]	29	7
eth/tx_frame_addr_reg[9]	31	6
eth/tx_frame_addr_reg__0[2]	27	15
eth/tx_packet_length	17	12
eth/tx_packet_length_reg_n_0_[0]	9	2
eth/tx_packet_length_reg_n_0_[10]	22	9
eth/tx_packet_length_reg_n_0_[1]	16	6
eth/tx_packet_length_reg_n_0_[2]	16	6
eth/tx_packet_length_reg_n_0_[3]	16	5
eth/tx_packet_length_reg_n_0_[4]	13	4
eth/tx_packet_length_reg_n_0_[5]	14	4
eth/tx_packet_length_reg_n_0_[6]	12	3
eth/tx_packet_length_reg_n_0_[7]	24	10
eth/tx_packet_length_reg_n_0_[8]	29	10
eth/tx_packet_length_reg_n_0_[9]	25	9
eth/we0[16]	8	1
eth/we0[17]	6	1
eth/we0[18]	8	1
eth/we0[19]	8	1
eth/we0[20]	6	1
eth/we0[21]	7	1
eth/we0[22]	6	1
eth/we0[23]	7	1
eth/we0[24]	6	1
eth/we0[25]	6	1
eth/we0[26]	6	1
eth/we0[27]	7	1
eth/we0[28]	6	1
eth/we0[29]	10	1
eth/we0[30]	6	1
eth/we0[31]	7	1
eth/RAMB16_inst_rx/<const0>	6614	230
eth/RAMB16_inst_rx/<const1>	5326	6
eth/RAMB16_inst_rx/D[0]	171	36
eth/RAMB16_inst_rx/D[10]	160	35
eth/RAMB16_inst_rx/D[11]	159	35
eth/RAMB16_inst_rx/D[12]	165	35
eth/RAMB16_inst_rx/D[13]	164	35
eth/RAMB16_inst_rx/D[14]	182	35
eth/RAMB16_inst_rx/D[15]	170	35
eth/RAMB16_inst_rx/D[16]	200	40
eth/RAMB16_inst_rx/D[17]	192	40
eth/RAMB16_inst_rx/D[18]	198	40
eth/RAMB16_inst_rx/D[19]	186	39
eth/RAMB16_inst_rx/D[1]	171	36
eth/RAMB16_inst_rx/D[20]	191	39
eth/RAMB16_inst_rx/D[21]	173	37
eth/RAMB16_inst_rx/D[22]	179	37
eth/RAMB16_inst_rx/D[23]	190	37
eth/RAMB16_inst_rx/D[24]	180	37
eth/RAMB16_inst_rx/D[25]	187	37
eth/RAMB16_inst_rx/D[26]	177	37
eth/RAMB16_inst_rx/D[27]	171	36
eth/RAMB16_inst_rx/D[28]	178	36
eth/RAMB16_inst_rx/D[29]	178	36
eth/RAMB16_inst_rx/D[2]	169	36
eth/RAMB16_inst_rx/D[30]	176	36
eth/RAMB16_inst_rx/D[31]	181	36
eth/RAMB16_inst_rx/D[3]	179	36
eth/RAMB16_inst_rx/D[4]	173	36
eth/RAMB16_inst_rx/D[5]	174	36
eth/RAMB16_inst_rx/D[6]	175	36
eth/RAMB16_inst_rx/D[7]	175	36
eth/RAMB16_inst_rx/D[8]	171	35
eth/RAMB16_inst_rx/D[9]	155	35
eth/RAMB16_inst_rx/FSM_onehot_bm_st_reg[1]	56	20
eth/RAMB16_inst_rx/FSM_onehot_bm_st_reg[1]_0	21	9
eth/RAMB16_inst_rx/GND_2	6614	1280
eth/RAMB16_inst_rx/Q[0]	239	57
eth/RAMB16_inst_rx/VCC_2	5326	320
eth/RAMB16_inst_rx/VCC_NET_1	5326	32
eth/RAMB16_inst_rx/addrb_dly[10]	528	128
eth/RAMB16_inst_rx/addrb_dly[11]	319	128
eth/RAMB16_inst_rx/addrb_dly[12]	328	128
eth/RAMB16_inst_rx/addrb_dly[9]	204	64
eth/RAMB16_inst_rx/addrb_dly_reg[11]_rep_n_0	324	128
eth/RAMB16_inst_rx/addrb_dly_reg[12]_rep_n_0	326	128
eth/RAMB16_inst_rx/addrb_dly_reg[9]_0	6	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_1	5	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_2	6	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_3	6	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_4[0]	7	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_4[10]	7	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_4[1]	8	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_4[2]	7	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_4[3]	6	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_4[4]	7	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_4[5]	7	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_4[6]	7	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_4[7]	8	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_4[8]	9	1
eth/RAMB16_inst_rx/addrb_dly_reg[9]_4[9]	8	1
eth/RAMB16_inst_rx/bm_addr_reg[2]	39	12
eth/RAMB16_inst_rx/bm_rdata[0]_i_10_1	6	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_10_3	8	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_10_n_0	5	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_11_1	7	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_11_3	7	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_11_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_12_0	8	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_12_1	7	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_13_0	7	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_13_1	7	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_14_0	6	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_14_1	6	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_15_0	6	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_15_1	7	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_1	7	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_2[0]	224	39
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_2[1]	231	39
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_2[2]	221	37
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_2[3]	228	36
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_2[4]	217	35
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_2[5]	219	38
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_2[6]	222	37
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_2[7]	219	36
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_2[8]	225	35
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_2[9]	216	34
eth/RAMB16_inst_rx/bm_rdata[0]_i_16_4	6	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_17_1	7	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_17_3	6	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[0]_i_6_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[10]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[11]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[12]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[13]_i_2_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[14]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[15]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[16]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[16]_i_3_n_0	5	1
eth/RAMB16_inst_rx/bm_rdata[17]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[18]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[19]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[1]_i_10_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[1]_i_11_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[1]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[1]_i_6_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[20]_i_2_n_0	5	1
eth/RAMB16_inst_rx/bm_rdata[21]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[22]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[23]_i_2_n_0	5	1
eth/RAMB16_inst_rx/bm_rdata[24]_i_6_n_0	9	1
eth/RAMB16_inst_rx/bm_rdata[24]_i_7_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[25]_i_6_n_0	9	1
eth/RAMB16_inst_rx/bm_rdata[25]_i_7_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[26]_i_6_n_0	8	1
eth/RAMB16_inst_rx/bm_rdata[26]_i_7_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[27]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[27]_i_4_n_0	8	1
eth/RAMB16_inst_rx/bm_rdata[27]_i_8_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[27]_i_9_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[28]_i_2_n_0	5	1
eth/RAMB16_inst_rx/bm_rdata[28]_i_4_n_0	8	1
eth/RAMB16_inst_rx/bm_rdata[28]_i_8_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[28]_i_9_n_0	8	1
eth/RAMB16_inst_rx/bm_rdata[29]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[29]_i_4_n_0	8	1
eth/RAMB16_inst_rx/bm_rdata[29]_i_8_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[29]_i_9_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[2]_i_10_n_0	5	1
eth/RAMB16_inst_rx/bm_rdata[2]_i_11_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[2]_i_2_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[2]_i_6_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[30]_i_2_n_0	5	1
eth/RAMB16_inst_rx/bm_rdata[30]_i_4_n_0	8	1
eth/RAMB16_inst_rx/bm_rdata[30]_i_8_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[30]_i_9_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[31]_i_8_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[31]_i_9_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[3]_i_11_n_0	5	1
eth/RAMB16_inst_rx/bm_rdata[3]_i_12_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[3]_i_2_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[3]_i_6_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[4]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[5]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[6]_i_2_n_0	5	1
eth/RAMB16_inst_rx/bm_rdata[7]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata[8]_i_2_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata[9]_i_2_n_0	6	1
eth/RAMB16_inst_rx/bm_rdata_reg[0]	5	1
eth/RAMB16_inst_rx/bm_rdata_reg[0]_0	4	1
eth/RAMB16_inst_rx/bm_rdata_reg[0]_1	6	1
eth/RAMB16_inst_rx/bm_rdata_reg[0]_i_7_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata_reg[0]_i_8_n_0	7	1
eth/RAMB16_inst_rx/bm_rdata_reg[0]_i_9_n_0	5	1
eth/RAMB16_inst_rx/bm_rdata_reg[10]	5	1
